Ulasan,Rating
"Kelebihannya:
Tempatnya enak banget suasananya juga, ada tempat parkir untuk difabel, tempat duduk banyak, banyak hewan juga, makanannya prasmanan, ada rak untuk barang tertinggal.
Kekurangannya:
Nasi merahnya keras+terlalu kering, sate ayamnya keras dan terlalu pahit (mungkin pahitnya karna kebanyakan gosong), banyak lebah berkeliaran, tempat parkir agak susah.

Tapi untuk di datengin enak tempatnya",5
"Tertarik mencoba kesini selain karena suasananya yang keliatan asik, menu makanan & minumannya juga banyak, bisa mengakomodasi keinginan sekeluarga yg sering beda2.

Suasana rumah makan di kelilingi sawah, terdapat kolam kecil dg banyak/soang di tengahnya. Bangunan model joglo terbuka dg langit2 tinggi. kursi2 didominasi rotan & kayu. Tersedia colokan listrik di sekitar meja, meskipun tdk di setiap meja ada. Datang di jam 17.50, di hari jumat yang libur nasional. area makan luas, jadi meskipun saat itu cukup ramai, masih banyak tempat duduk tersedia.

Tempat solat sangat layak. Ada 1 toilet masing2 unt laki2 & perempuan, jadi satu area dg tempat wudhu. Selain di depan mushola, baru menemukan 1 toilet lagi di dekat area parkir.

Ketika datang, menu prasmanan sudah tidak lengkap. Tidak ada mangut lele yg banyak direkomendasikan, sbg gantinya ada mangut manyung. Jenang juga sudah diangkut, katanya hanya tersedia sampai jam 16.00.

Pesanan minuman datang dg gula terpisah. Wedang mbah gito, teh ndeso & jeruk nipis ndeso, ketiganya rasanya terlalu strong, seperti masih bisa ditambah air panas lagi supaya lebih nyaman dinikmati. Capuccinno nya cukup ok.

Bakmi gorengnya enak rasanya seimbang tdk kemanisan, kekurangannya adalah porsinya sedikit ??
Ayam gorengnya tipe ayam goreng asin, empuk bumbu meresap, sambel bawangnya pedasnya mantap.
Pisang goreng nya paling favorit!!! adonan tepungnya kriuknya lembut, buah pisangnya manis sedikit asem & tidak benyek, porsinya banyak.
Singkong goreng porsi juga banyak & beneran mekrok, tapi setelah dingin jadi terasa menyerap banyak minyak.",5
"Tempatnya indah, asri, adem, bersih dan luas. Karyawan ramah, parkir bisa muat banyak mobil. Rasa masakan juga enak, banyak pilihan dan tidak mahal, sudah sesuai dengan apa yg kita dapat. Mantap",5
"Pengalaman makan dengan suasana sawah di sekeliling, nyaman, masakannya luar biasa lezat, minumannya juga unik, segar, tidak bisa ditemukan di tempat lain.",5
"Ketiga kali nya kesini rasa pisang gorengnya gak seenak sebelumnya, minumannya ada yang kemanisan ada yang enggak manis, bahkan es jeruknya dapet yang pahit. Tapi untuk makanan beratnya termasuk enak dan murah untuk ukuran resto. Sayangnya service nya agak mengecewakan, saya sudah reservasi area non smoking dari h-5 karna mau bawa bayi, sudah di oke-in tapi pas dateng dikasih area smoking (baru tau pas udah mau selesai makan karna tbtb di meja sebelah ada yang ngerokok) akhirnya kita langsung pulang padahal makanan minuman belum habis. Pas pesen juga ada 1 minuman enggak dianter sampe 2x nanyain ke pegawainya baru dianter. Tempatnya sebenernya bagus, cuma tadi sumuk banget karena penuh orang",2
"lokasinya agak masuk-masuk
friendly untuk semua usia, ada kolam ikan, semacam angsa/bebek cantik gitu, dan burung. view sawah, tempat duduk banyak (tapi seingat saya tidak ada lesehan), cocok untuk makan bareng keluarga, pasangan, rekan kerja, dan semuanyaa.

tipe prasmanan, bayar di akhir (cash and transfer only)
saran : tambahkan metode pembayaran qris dan debit please ????",5
"GUYSSS PLIS KALO KE JOGJA HARUS KESINI YAAA !! ????? gak expect ternyata tempatnya se BAGUS itu?? definisi jogja feels like canggu gak bohong makan siang viewnya langsung ke sawah tuh beneran syahdu banget ?? makanannya juga enak konsepnya prasmanan gitu, menunya relatif terjangkau pokoknya jangan lupa kesini okkk",5
"Masakannya lengkap dan enak, pelayanan minum cepat, tempat bersih, dan luas, cuman kalau pas liburan jd kurang nyaman karena rame sekali, pembayaran tidak bisa qris sayangnya saat kemarin, fasilitas kayak musholla dan toilet bersih",4
"pernah kesini pagi dan sore. sarapan pagi waktu itu menunya masih lengkap dan banyak. terus, coba kesini lagi sore hari ternyata lauknya pas udah dikit dan nasi nya udah mau habis. kirain bakalan di refil terus gitu untuk makanan lauknya, ternyata pas nanya ke kasir udah ngga bakal di isi lagi wkwk, agak zonk ternyata kalau makan disini bawa orangtua pas sore ?? niat mau makan kayak di klotok taunya prefer kalau ke sini pagi-siang hari aja.

sebenernya ini buka sampe malem, cuman untuk makanan/lauk prasmanannya ga masak sampe sore. ada menu lainnya sebenernya, kayak ayam goreng, bakmi godog, dsb. tapi waktu tunggu untuk pesen menu makanan yg lain ternyata agak lama, pesan ayam goreng keluarnya nunggu sekitar 10 menit lebih, ga cepet ??

untuk pelayanannya lumayan oke, karna dateng ditanyain dulu dan udah langsung di kasih tau duduk di meja berapa.

saran ke depannya mungkin kalau buka sampe malem, lauknya bisa dibuat refil sampe sore/malem di jam tertentu aja. atau bisa dikasih tau kalau menu prasmanannya udah ga refil lagi.",3
"Mampir ke pawon mbah gito jgn lupa sama ikan pe asap sama ayam suir pedesnya wiiih sedep bgt
Untuk camilan banyaak pilihan jg yaa
Ada pisang goreng sama donat yg musti dicoba kl kesini temeen ojok kelalen wedang mbah utinya ??
Kalo pagi aneka jenangnya masi komplit ya temen",5
"makanannya bervariatif, enak cocok untuk sarapan dan makan berat disini, sedia cemilan dan varian kopi dari menu sehat ke menu upf juga ?? ambiencenya cukup enak, suasana sawah, pelayanan cukup lambat",4
"Parkir mobil luas. Tempat bersih. Antrian rapi. Pilihan makanan banyak. Tempat duduk banyak, ada merak, kolam ikan. Overall good",5
"Saya datang keseni karena rekomendasi dari teman. Konsep Restoran Jawa yang Nyaman Semilir Segar dengan tema alam yang kurang lebihnya menyatu dengan sawah di pedesaan. Bangunan interiornya sangat uniq, perpaduan vintage Jawa dan modern. Area luas banyak pilihan tempat duduknya, nomor meja atau tempat duduk dikasih duluan dari depan, jadi lebih tertib pengaturan tempat duduknya ga berebut. Kemugkinan klo mau reservasi tempat buat acara baru bisa milih. Ada Angsanya menambah lebih manis, dan beberapa kolam ikan yang menenangkan dari gemericiknya suara air.

Mushola lumayan luas & bersih, disediakan perlengkapan ibadah juga, bagi yg ibadahnya tidak bisa berdiri disediakan kursi juga didalam Musholanya. Tempat wudhu bersih dan luas. Toilet bersih. Wifi kenceng.

Menu makanan sangat beragam, begitu juga dengan disertnya, taste makanan dan minumannya ok semua.
Pelayanannya cepat dan sangat ramah.

Sangat rekomended karena sangat cocok buat acara arisan, reunian, buat nugas dengan suasana baru atau cari inspirasi, acara ulang tahun, gethering, resepsi atau buat acara makan keluarga karena menu bervariasi yg friendly bisa diterima semua umur, dari anak² sampe manula.",5
"Makanan khas ndeso yang nikmat dengan berbagai variasi masakan prasmanan. Susasanaya juga adem, segar dan adem. Pemandangan sawah hijaunya membuat susana makan semakin otentik khas kampung. Pegawainya juga sangat ramah dan mau menjelaskan menunya satu-persatu. Minuman khas tradisionalnya juga mantap. Recommended untuk wisatawan yang mengunjungi kota Yogyakarta.",5
"Salah satu rumah makan yg sangat berasa nuansa desanya dikelilingi sawah hijau, fasilitasnya cukup lengkap dengan pilihan tempat makan di dalam semacam pendopo dengan konsep heritage & samping sawah.

Keramahan staffnya cukup baik mengarahkan & menyediakan tempat rekomendasi berdasarkan jumlah pelanggan yg datang, kemudian memberikan tanda reserve di meja kosong karena ada anggota kami yang belum hadir.

Untuk makanannya lumayan, harga sedikit aga tinggi. Namun buat yang ""kangen"" nuansa menyantap mi godog & menikmati minuman khas jogja disamping sawah, pawon mbah gito salah satu yang rekomended",4
"Dateng kesini udah jam 20.30an. Jadi, emang mepet dan nggak bisa terlalu santai ..
?? : Nasi Goreng & Mie Lethek. Porsinya pas, nasi gorengnya banyak sih porsinya. Cuma untuk nasgor, agak lumayan keasinan di aku. Bakwan jagungnya uwenak!!!
? : Kopi Mbah Gito Panas, Es Dawet & Teh Tarik Panas. Es Dawetnya enak, pas banget. Teh tariknya dateng kondisi kurang panas (hangatpun cuma sedikit) .
?? : view disini bagus banget. Bisa buat bersantai. Paling enak di sore hari sih, kalau malam hari tetep bagus juga. Dan hati2 jangan jatuhin serpihan makanan, semutnya gercep dibawah ??

Overall , oke banget. Enak. Numani. Rekomen sih, bakal kesini lagi. :)",5
"Harga terjangkau
Banyak menu makanannya tinggal pilih aja sesuai selera, tapi tadi pas pilih lauk kikil agak sedikit asin
Tempat luas, bersih dan nyaman suasana di desa deket sawah",5
"Nasi gorengnya porsi jumbo, pas bgt untuk kamu yang mau makan 1 kurang tapi kalo makan 2 kelebihan.

Pokoknya tempatnya bagus, luas dan nyaman untuk bersantai bersama keluarga.",5
"Tempat makan yang ideal bersama keluarga/teman. Layanan yang terbilang cepat, makanannya (jadul) beragam, rasanya enak. Bersih juga. Tempat parkir luas, namun ada yang parkir berbeda tempat, jadi harus jalan sebentar.",5
Tanggal 01 februari saya first time mencoba kesini datang langsung tanpa reservasi tetapi tempat gak bisa request dan gak bisa pindah tempat jadi mood makan hilang kecuali yang benar kangen dengan masakan makanannya,2
"Tempatnya bagus bgt, luas. Pelayanannya oke ???? makanannya jg enak.. pertama kali kesini gak mengecewakan, yg lg ke jogja wajib kesini pokoknya",5
"Nyaman, suasana desanya kental bangettt.
Makanan enak.
Pelayanan, ramah.
Tempatnya cukup luas.
Ke yogya, Perlu di coba deh..",5
"Cocok banget buat wisatawan yang ingin tau bagaimana rasa masakan khas orang Yogyakarta. Serasa pulang ke rumah nenek pokoknya ??

Saat liburan, siap siap waiting list ????",5
"Nasimerah dihitung sendiri,  sayur di hitung sendiri, pidihil yg nasi putih dan sayur dihitung seporsi. Lauk ikan, sate, tempe,  Harga ibukota

Di sini enaknya buat cemilan dan nyante, utk makan besar, menu prasmanan di jam buka puasa cepet habis, saya pribadi kurang bisa cicip aneka masakan jawa yg judulnya adalah Pawon mbah (dapur nenek kakek)
aneka kopi bisa jd pilihan untuk ngobrol,
Seat banyak tersedia berbagai model di outdoor atau indoor",4
"Untuk makanan ya hampir mirip lah prasmanan jawa seperti kopi klotok kopi rolas, untuk orang luar kota yang kangen masakan jawa cocok kesini. Tempatnya juga nyaman, sekarang diperluas, dan walaupun waiting list gak nunggu lama. Makanan keluar juga tidak lama banget dan pastinya bonus pemandangan sawah yang cocok untuk melepas penat",5
"Cukup kecewa makan di sini. Harga mahal, rasa kurang, pemandangan biasa saja.
Es teh manis seharga 10.000 minta extra ice kirain dapat 1 gelas ternyata hanya 2 keping es batu. ?? mangut lele tercium bau tidak enak. Tahu bacem 1 buah 5.500 ???? kapok makan di sini. Pantas k*** k***ok tambah ramai karna terbukti masih lebih murah dan recomended",1
"yang ini gabisa dibandingin sm klotok lah ya soalnya beda konsep, yang ini lebih modern gitu, harganya juga lumayan, ga dibilang mahal ga murah juga, standar lah, waktu kesana pas lagi rame2 nya, tapi makanannya cukup cepet keluarnya sekitar 15 menitan. teh tarik dan pisang gorengnya panas2 enak!
tapi tolong dong itu tukang parkir nya ngeselin bgt, markirin tp sambil marah2 ada masalah apa ya. jadi males bgt balik lg cuma grgr tukang parkir",5
"Selalu jadi tempat favorit ajak keluarga dan teman makan disini. Makanan dan kopinya selalu enak..tempat nyaman sekali buat kumpul keluarga. Kalo ga mau terlalu rame, better kesininya pas weekday..hihihi",5
"Date visited : 11 Oktober 2024

Super cozy banget makan disini. Ambience, suasana, pelayanan, semuanya oke banget cuma makanannya yang kurang srek di mulut (tiap orang selera beda-beda yaa). Waktu itu kunjungan kami rame-rame dan sebagian besar bilang enak, cuma untuk saya pribadi rasanya standar seperti resto jawa ada umumnya.

Yang top banget disini itu suasananya. Ada yang outdoor sama indoor. Yang outdoor viewnya cantik-cantik, bahkan ada gazebo di tengah-tengah hamparan sawah ala-ala gitu. Cantik banget pokoknya.

Buat fasilitas juga lengkap. Kamar mandi ada, tempat parkir luas dan musholla juga ada (mukena disediain tapi lebih baik bawa sendiri). Untuk pelayanan juga ramah banget.

Oiya disini konsepnya prasmanan yaa, jadi ambil dulu atau pesen kalo ga ada di tempat prasmanannya terus bayar belakangan. Untuk penilaian buat semuanya aku kasih 4.3 ? bakal 5 ? kalo cita rasanya bisa ditingkatin lagi biar ada khas sendiri.",4
"Kesini hari kamis di bulan november jam makan malam, sempat berpikir bahwa akan waiting list ketika masih nyari parkir. Karena ngelihat dari kaca mobil, banyak orang berdiri di depan pintu.

Ternyata gak waiting list, tapi didalam memang ramai. Sangat khas tempatnya, ada tulisan kandang sapi mbah gito seingat saya. Apakah ini dulunya kandang ya? pikir saya.

Makanan datang sekitar 20 menit setelah pesan. Langsung saya nikmati mie godognya. Enak, saya suka, tapi masih dibawah ekspektasi saya. Mungkin hanya lain selera saja.

Parkiran tersedia banyak di pinggir² jalan. Tarif parkir sudah ditetapkan, ada plang petunjuk tarifnya.",4
"Menikmati makan siang di Pawon Mbah Gito di Jl Pasir Luhur Ngaglik Sleman. Tempatnya luas, nyaman, adem. Makan siang ditemani rintik hujan. Harganya terjangkau dengan sistem prasmanan. Aneka nasi, aneka bubur dan aneka macam lauk pauk tradisional. Swedep rasanya",5
"Tempat luasss, adem, nyaman, apalagi sore bekas hujan. Semua makanan & minuman enak. Pelayanan ramah profesional, well trained. Agak pricey tapi worth dg experience & view yg didapat. Parkir luas. Mushola luas & nyaman",5
"Saya datang kemari pada saat memasuki long weekend, jadi ramai sekali, untung saya dipesankan tempat sama istri saya.  Vibes restaurantnya enak, nyaman, sejuk,dan berada ditengah sawah, ada beberapa spot selfie dan welfie  yang bagus juga.

Saya ambil beberapa menu prasmanan seperti sayur brongkos dan tumis jamur serta sate lilit pedas, makanannya enak semua, dan teh kamprung/ teh krampul, tehnya enak dan nyegerin banget. (Rate dari saya untuk menu yang saya pesan: 100/10).

Untuk hidangan penutup saya pesan Chocolate Truffle cake, yummy , mantap & enak banget cokelatnya  premium dan gurih, manisnya pas dan gak ngenekin , enak banget???? (rate dari saya 100/10 untuk Chocolate truffle cake-nya).

Pelayanan sangat ramah dan baik, serta informatif. Semua menu sudah include PPN 10%.kalau kesini pas hari libur ramai² saran dari saya reservasi terlebih dahulu ya biar kebagian tempat duduk, dan siapkan uang kira² 100.000 untuk menu prasmanan per-orangnya. Overall woth it, ada harga ada rasa.

Metode pembayaran yang bisa dilakukan:
?QRIS,Cash, Credit, dan Debit Card.",5
"Rekomendasi resto prasmanan keluarga di Jogja. Pilihan lauk dan sayurnya banyak. Viewnya juga oke. Pelayanan sangat baik. Pelanggan disambut dan dicarikan meja yang tersedia.

Kami mencoba beberapa lauk dan sayurnya, enak semua. Di sini nasinya hanya tersedia nasi putih (tidak ada nasi merah/nasi jagung). Piring dan alat makan ada di dekat pintu masuk. Yang paling berkesan lauknya untuk saya ayam tepung krispinya. Masih hangat dan renyah. Oseng daun pepayanya tidak pahit. Sayur sopnya juga seger. Selain menu prasmanan dan minuman, di sini juga menyediakan beberapa jenis pastry dan dessert.

Pembayaran di belakang, namun setor makanan dulu ya di kasir buat dihitung. Walau selalu ramai pelanggan, pelayanan relatif cepat dan membantu. Area dine-inya luas, jadi aman buat yang dateng ramean. Bisa reservasi, ketentuan : pemesanan H-1, minimal 15 orang dengan pesanan sesuai jumlah reservasi. Info lebih lengkap bisa chat adminnya aja.

Parkir luas. Rada jauh dari Kota Jogja, tapi cukup sepadan kok pengalamannya.",5
"Suasana tradisional, Pawon Mbah Gito punya desain interior yang unik dengan sentuhan Jawa klasik, bikin makan jadi makin nikmat. Pilihan lauknya beragam dan enak-enak, sistem prasmanan pula jadi bisa ambil sepuasnya. Cocok banget buat makan bareng keluarga atau teman-teman. ??",5
"Lokasinya berada di Jalan Kaliurang atas, bisa masuk gang (kanan jalan dari arah bawah) setelah Pasar Rakyat Gentan, kemudian ikuti jalan saja nanti tempatnya di pinggir jalan.

Tempat untuk parkir motor dan mobil luas, jadi tidak perlu khawatir. Hanya saja di jam-jam tertentu (makan siang terutama) sering tutup sementara karena penuh. Bisa juga reservasi terlebih dahulu jika ingin mengamankan tempat.

Kursi untuk makan di dalam banyak dan tempatnya luas, ada kolam ikan dan angsa juga. Di sekitarnya ada area persawahan yang pasti akan ciamik viewnya jika saat musim tanam menjelang panen padi tiba.

Pilihan makanan beraneka ragam, mulai dari tradisional yang prasmanan, juga menu yang bisa dimasak saat di pesan (seperti bakmi jowo, pisang goreng), ada juga menyediakan pilihan kopi, jenang, dan kue kekinian (seperti red velvet, cromboloni). Rasanya juga enak, pas di lidah.

Untuk harga memang agak pricey dibanding tempat makan lain yang menyediakan makanan sejenis, tapi worth the experience. Bisa makan enak, dengan ambience yang khas dan nyaman. Bisa untuk pilihan kuliner saat sedang berlibur, tp bukan untuk makan sehari-hari heehe.

Pelayanan juga ramah dan sangat sat set wat wet, karyawan berkomunikasi via HT jadi bisa memastikan pengunjung yang baru datang bisa mendapatkan tempat duduk sembari mengambil makanan terlebih dahulu.",5
